================ Training Loss (Tue May 19 16:17:38 2020) ================
(epoch: 1, iters: 700, time: 0.002, data: 3.679) total_loss: 1.401 classification_loss: 0.685 confidence_loss: 0.716
(epoch: 4, iters: 700, time: 0.002, data: 6.872) total_loss: 0.653 classification_loss: 0.627 confidence_loss: 0.026
(epoch: 4, iters: 1400, time: 0.002, data: 8.565) total_loss: 0.569 classification_loss: 0.545 confidence_loss: 0.025
(epoch: 4, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.586 classification_loss: 0.563 confidence_loss: 0.023
(epoch: 4, iters: 2800, time: 0.002, data: 9.316) total_loss: 0.605 classification_loss: 0.583 confidence_loss: 0.023
(epoch: 4, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.634 classification_loss: 0.611 confidence_loss: 0.023
(epoch: 4, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.609 classification_loss: 0.588 confidence_loss: 0.021
(epoch: 4, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.689 classification_loss: 0.670 confidence_loss: 0.020
(epoch: 4, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.632 classification_loss: 0.613 confidence_loss: 0.019
(epoch: 4, iters: 6300, time: 0.001, data: 3.297) total_loss: 0.610 classification_loss: 0.592 confidence_loss: 0.017
(epoch: 5, iters: 700, time: 0.002, data: 8.956) total_loss: 0.653 classification_loss: 0.635 confidence_loss: 0.018
(epoch: 5, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.581 classification_loss: 0.565 confidence_loss: 0.016
(epoch: 5, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.601 classification_loss: 0.586 confidence_loss: 0.015
(epoch: 5, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.623 classification_loss: 0.608 confidence_loss: 0.016
(epoch: 5, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.538 classification_loss: 0.524 confidence_loss: 0.014
(epoch: 5, iters: 4200, time: 0.002, data: 0.004) total_loss: 0.616 classification_loss: 0.602 confidence_loss: 0.014
(epoch: 5, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.548 classification_loss: 0.535 confidence_loss: 0.013
(epoch: 5, iters: 5600, time: 0.002, data: 0.213) total_loss: 0.618 classification_loss: 0.604 confidence_loss: 0.014
(epoch: 5, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.643 classification_loss: 0.630 confidence_loss: 0.013
(epoch: 6, iters: 700, time: 0.002, data: 6.223) total_loss: 0.592 classification_loss: 0.581 confidence_loss: 0.011
(epoch: 6, iters: 1400, time: 0.001, data: 1.598) total_loss: 0.591 classification_loss: 0.578 confidence_loss: 0.013
(epoch: 6, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.584 classification_loss: 0.572 confidence_loss: 0.012
(epoch: 6, iters: 2800, time: 0.001, data: 0.000) total_loss: 0.564 classification_loss: 0.553 confidence_loss: 0.011
(epoch: 6, iters: 3500, time: 0.001, data: 4.059) total_loss: 0.553 classification_loss: 0.543 confidence_loss: 0.011
(epoch: 6, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.617 classification_loss: 0.607 confidence_loss: 0.009
(epoch: 6, iters: 4900, time: 0.002, data: 3.854) total_loss: 0.600 classification_loss: 0.590 confidence_loss: 0.010
(epoch: 6, iters: 5600, time: 0.001, data: 2.645) total_loss: 0.566 classification_loss: 0.556 confidence_loss: 0.010
(epoch: 6, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.587 classification_loss: 0.577 confidence_loss: 0.010
(epoch: 7, iters: 700, time: 0.002, data: 6.102) total_loss: 0.599 classification_loss: 0.589 confidence_loss: 0.010
(epoch: 7, iters: 1400, time: 0.002, data: 0.370) total_loss: 0.572 classification_loss: 0.563 confidence_loss: 0.009
(epoch: 7, iters: 2100, time: 0.001, data: 2.274) total_loss: 0.581 classification_loss: 0.573 confidence_loss: 0.008
(epoch: 7, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.591 classification_loss: 0.582 confidence_loss: 0.009
(epoch: 7, iters: 3500, time: 0.002, data: 2.336) total_loss: 0.615 classification_loss: 0.608 confidence_loss: 0.007
(epoch: 7, iters: 4200, time: 0.002, data: 2.422) total_loss: 0.549 classification_loss: 0.540 confidence_loss: 0.008
(epoch: 7, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.547 classification_loss: 0.540 confidence_loss: 0.007
(epoch: 7, iters: 5600, time: 0.002, data: 0.863) total_loss: 0.555 classification_loss: 0.548 confidence_loss: 0.007
(epoch: 7, iters: 6300, time: 0.001, data: 6.041) total_loss: 0.506 classification_loss: 0.499 confidence_loss: 0.007
(epoch: 8, iters: 700, time: 0.002, data: 9.140) total_loss: 0.617 classification_loss: 0.610 confidence_loss: 0.007
(epoch: 8, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.574 classification_loss: 0.568 confidence_loss: 0.006
(epoch: 8, iters: 2100, time: 0.002, data: 0.007) total_loss: 0.570 classification_loss: 0.563 confidence_loss: 0.007
(epoch: 8, iters: 2800, time: 0.002, data: 1.852) total_loss: 0.563 classification_loss: 0.557 confidence_loss: 0.006
(epoch: 8, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.585 classification_loss: 0.579 confidence_loss: 0.006
(epoch: 8, iters: 4200, time: 0.002, data: 3.380) total_loss: 0.504 classification_loss: 0.499 confidence_loss: 0.005
(epoch: 8, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.589 classification_loss: 0.584 confidence_loss: 0.006
(epoch: 8, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.562 classification_loss: 0.557 confidence_loss: 0.005
(epoch: 8, iters: 6300, time: 0.001, data: 2.215) total_loss: 0.581 classification_loss: 0.576 confidence_loss: 0.005
(epoch: 9, iters: 700, time: 0.002, data: 8.801) total_loss: 0.583 classification_loss: 0.577 confidence_loss: 0.005
(epoch: 9, iters: 1400, time: 0.002, data: 0.008) total_loss: 0.579 classification_loss: 0.574 confidence_loss: 0.005
(epoch: 9, iters: 2100, time: 0.002, data: 1.055) total_loss: 0.603 classification_loss: 0.598 confidence_loss: 0.005
(epoch: 9, iters: 2800, time: 0.002, data: 2.952) total_loss: 0.592 classification_loss: 0.587 confidence_loss: 0.005
(epoch: 9, iters: 3500, time: 0.002, data: 1.831) total_loss: 0.622 classification_loss: 0.617 confidence_loss: 0.005
(epoch: 9, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.534 classification_loss: 0.530 confidence_loss: 0.005
(epoch: 9, iters: 4900, time: 0.002, data: 6.175) total_loss: 0.641 classification_loss: 0.636 confidence_loss: 0.005
(epoch: 9, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.593 classification_loss: 0.588 confidence_loss: 0.005
(epoch: 9, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.635 classification_loss: 0.631 confidence_loss: 0.004
(epoch: 10, iters: 700, time: 0.002, data: 8.293) total_loss: 0.544 classification_loss: 0.539 confidence_loss: 0.005
(epoch: 10, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.579 classification_loss: 0.574 confidence_loss: 0.005
(epoch: 10, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.574 classification_loss: 0.569 confidence_loss: 0.005
(epoch: 10, iters: 2800, time: 0.002, data: 7.197) total_loss: 0.569 classification_loss: 0.565 confidence_loss: 0.004
(epoch: 10, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.596 classification_loss: 0.592 confidence_loss: 0.004
(epoch: 10, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.559 classification_loss: 0.554 confidence_loss: 0.004
(epoch: 10, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.646 classification_loss: 0.642 confidence_loss: 0.003
(epoch: 10, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.579 classification_loss: 0.575 confidence_loss: 0.004
(epoch: 10, iters: 6300, time: 0.001, data: 5.130) total_loss: 0.624 classification_loss: 0.621 confidence_loss: 0.003
(epoch: 11, iters: 700, time: 0.002, data: 4.619) total_loss: 0.578 classification_loss: 0.575 confidence_loss: 0.003
(epoch: 11, iters: 1400, time: 0.002, data: 1.705) total_loss: 0.611 classification_loss: 0.608 confidence_loss: 0.004
(epoch: 11, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.543 classification_loss: 0.540 confidence_loss: 0.003
(epoch: 11, iters: 2800, time: 0.002, data: 3.178) total_loss: 0.555 classification_loss: 0.552 confidence_loss: 0.003
(epoch: 11, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.557 classification_loss: 0.554 confidence_loss: 0.003
(epoch: 11, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.569 classification_loss: 0.566 confidence_loss: 0.003
(epoch: 11, iters: 4900, time: 0.002, data: 0.009) total_loss: 0.541 classification_loss: 0.538 confidence_loss: 0.003
(epoch: 11, iters: 5600, time: 0.001, data: 6.290) total_loss: 0.559 classification_loss: 0.556 confidence_loss: 0.003
(epoch: 11, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.633 classification_loss: 0.630 confidence_loss: 0.003
(epoch: 12, iters: 700, time: 0.002, data: 10.284) total_loss: 0.575 classification_loss: 0.572 confidence_loss: 0.003
(epoch: 12, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.567 classification_loss: 0.564 confidence_loss: 0.003
(epoch: 12, iters: 2100, time: 0.002, data: 0.300) total_loss: 0.579 classification_loss: 0.577 confidence_loss: 0.003
(epoch: 12, iters: 2800, time: 0.002, data: 1.923) total_loss: 0.565 classification_loss: 0.562 confidence_loss: 0.003
(epoch: 12, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.575 classification_loss: 0.572 confidence_loss: 0.003
(epoch: 12, iters: 4200, time: 0.001, data: 0.145) total_loss: 0.552 classification_loss: 0.550 confidence_loss: 0.003
(epoch: 12, iters: 4900, time: 0.001, data: 0.000) total_loss: 0.538 classification_loss: 0.536 confidence_loss: 0.003
(epoch: 12, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.584 classification_loss: 0.582 confidence_loss: 0.002
(epoch: 12, iters: 6300, time: 0.001, data: 5.011) total_loss: 0.492 classification_loss: 0.490 confidence_loss: 0.003
(epoch: 13, iters: 700, time: 0.002, data: 13.641) total_loss: 0.550 classification_loss: 0.547 confidence_loss: 0.003
(epoch: 13, iters: 1400, time: 0.002, data: 0.460) total_loss: 0.571 classification_loss: 0.569 confidence_loss: 0.002
(epoch: 13, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.579 classification_loss: 0.577 confidence_loss: 0.002
(epoch: 13, iters: 2800, time: 0.001, data: 0.000) total_loss: 0.575 classification_loss: 0.573 confidence_loss: 0.002
(epoch: 13, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.513 classification_loss: 0.511 confidence_loss: 0.002
(epoch: 13, iters: 4200, time: 0.001, data: 3.448) total_loss: 0.652 classification_loss: 0.650 confidence_loss: 0.002
(epoch: 13, iters: 4900, time: 0.002, data: 3.065) total_loss: 0.527 classification_loss: 0.525 confidence_loss: 0.002
(epoch: 13, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.536 classification_loss: 0.534 confidence_loss: 0.002
(epoch: 13, iters: 6300, time: 0.001, data: 1.437) total_loss: 0.547 classification_loss: 0.545 confidence_loss: 0.002
(epoch: 14, iters: 700, time: 0.002, data: 9.817) total_loss: 0.586 classification_loss: 0.584 confidence_loss: 0.002
(epoch: 14, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.547 classification_loss: 0.545 confidence_loss: 0.002
(epoch: 14, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.558 classification_loss: 0.556 confidence_loss: 0.002
(epoch: 14, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.533 classification_loss: 0.531 confidence_loss: 0.002
(epoch: 14, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.595 classification_loss: 0.593 confidence_loss: 0.002
(epoch: 14, iters: 4200, time: 0.002, data: 12.984) total_loss: 0.544 classification_loss: 0.542 confidence_loss: 0.002
(epoch: 14, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.581 classification_loss: 0.579 confidence_loss: 0.002
(epoch: 14, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.572 classification_loss: 0.570 confidence_loss: 0.002
(epoch: 14, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.526 classification_loss: 0.524 confidence_loss: 0.002
(epoch: 15, iters: 700, time: 0.002, data: 13.682) total_loss: 0.564 classification_loss: 0.562 confidence_loss: 0.002
(epoch: 15, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.582 classification_loss: 0.580 confidence_loss: 0.002
(epoch: 15, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.563 classification_loss: 0.561 confidence_loss: 0.002
(epoch: 15, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.531 classification_loss: 0.529 confidence_loss: 0.002
(epoch: 15, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.530 classification_loss: 0.528 confidence_loss: 0.002
(epoch: 15, iters: 4200, time: 0.002, data: 5.626) total_loss: 0.607 classification_loss: 0.606 confidence_loss: 0.002
(epoch: 15, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.563 classification_loss: 0.561 confidence_loss: 0.002
(epoch: 15, iters: 5600, time: 0.002, data: 0.011) total_loss: 0.541 classification_loss: 0.539 confidence_loss: 0.002
(epoch: 15, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.525 classification_loss: 0.524 confidence_loss: 0.002
(epoch: 16, iters: 700, time: 0.002, data: 9.340) total_loss: 0.507 classification_loss: 0.506 confidence_loss: 0.002
(epoch: 16, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.542 classification_loss: 0.541 confidence_loss: 0.002
(epoch: 16, iters: 2100, time: 0.002, data: 1.314) total_loss: 0.633 classification_loss: 0.632 confidence_loss: 0.002
(epoch: 16, iters: 2800, time: 0.002, data: 2.112) total_loss: 0.500 classification_loss: 0.498 confidence_loss: 0.002
(epoch: 16, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.566 classification_loss: 0.565 confidence_loss: 0.002
(epoch: 16, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.540 classification_loss: 0.538 confidence_loss: 0.002
(epoch: 16, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.522 classification_loss: 0.520 confidence_loss: 0.002
(epoch: 16, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.522 classification_loss: 0.521 confidence_loss: 0.001
(epoch: 16, iters: 6300, time: 0.001, data: 0.347) total_loss: 0.526 classification_loss: 0.524 confidence_loss: 0.001
(epoch: 17, iters: 700, time: 0.002, data: 7.644) total_loss: 0.551 classification_loss: 0.549 confidence_loss: 0.001
(epoch: 17, iters: 1400, time: 0.002, data: 2.934) total_loss: 0.532 classification_loss: 0.531 confidence_loss: 0.001
(epoch: 17, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.564 classification_loss: 0.563 confidence_loss: 0.001
(epoch: 17, iters: 2800, time: 0.002, data: 2.045) total_loss: 0.544 classification_loss: 0.543 confidence_loss: 0.001
(epoch: 17, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.486 classification_loss: 0.484 confidence_loss: 0.002
(epoch: 17, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.489 classification_loss: 0.487 confidence_loss: 0.001
(epoch: 17, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.557 classification_loss: 0.556 confidence_loss: 0.001
(epoch: 17, iters: 5600, time: 0.002, data: 4.034) total_loss: 0.596 classification_loss: 0.595 confidence_loss: 0.001
(epoch: 17, iters: 6300, time: 0.001, data: 0.475) total_loss: 0.553 classification_loss: 0.552 confidence_loss: 0.001
(epoch: 18, iters: 700, time: 0.002, data: 13.010) total_loss: 0.566 classification_loss: 0.565 confidence_loss: 0.001
(epoch: 18, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.573 classification_loss: 0.572 confidence_loss: 0.001
(epoch: 18, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.583 classification_loss: 0.582 confidence_loss: 0.001
(epoch: 18, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.583 classification_loss: 0.581 confidence_loss: 0.001
(epoch: 18, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.529 classification_loss: 0.528 confidence_loss: 0.001
(epoch: 18, iters: 4200, time: 0.002, data: 3.267) total_loss: 0.539 classification_loss: 0.538 confidence_loss: 0.001
(epoch: 18, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.511 classification_loss: 0.510 confidence_loss: 0.001
(epoch: 18, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.506 classification_loss: 0.504 confidence_loss: 0.001
(epoch: 18, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.622 classification_loss: 0.621 confidence_loss: 0.001
(epoch: 19, iters: 700, time: 0.002, data: 7.413) total_loss: 0.525 classification_loss: 0.523 confidence_loss: 0.001
(epoch: 19, iters: 1400, time: 0.002, data: 0.005) total_loss: 0.523 classification_loss: 0.522 confidence_loss: 0.001
(epoch: 19, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.602 classification_loss: 0.601 confidence_loss: 0.001
(epoch: 19, iters: 2800, time: 0.002, data: 0.163) total_loss: 0.574 classification_loss: 0.572 confidence_loss: 0.001
(epoch: 19, iters: 3500, time: 0.002, data: 3.029) total_loss: 0.580 classification_loss: 0.578 confidence_loss: 0.001
(epoch: 19, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.543 classification_loss: 0.542 confidence_loss: 0.001
(epoch: 19, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.489 classification_loss: 0.488 confidence_loss: 0.001
(epoch: 19, iters: 5600, time: 0.001, data: 0.000) total_loss: 0.608 classification_loss: 0.607 confidence_loss: 0.001
(epoch: 19, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.535 classification_loss: 0.534 confidence_loss: 0.001
(epoch: 20, iters: 700, time: 0.002, data: 7.807) total_loss: 0.505 classification_loss: 0.504 confidence_loss: 0.001
(epoch: 20, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.488 classification_loss: 0.487 confidence_loss: 0.001
(epoch: 20, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.525 classification_loss: 0.524 confidence_loss: 0.001
(epoch: 20, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.499 classification_loss: 0.498 confidence_loss: 0.001
(epoch: 20, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.527 classification_loss: 0.526 confidence_loss: 0.001
(epoch: 20, iters: 4200, time: 0.002, data: 5.358) total_loss: 0.530 classification_loss: 0.529 confidence_loss: 0.001
(epoch: 20, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.571 classification_loss: 0.570 confidence_loss: 0.001
(epoch: 20, iters: 5600, time: 0.002, data: 3.631) total_loss: 0.524 classification_loss: 0.523 confidence_loss: 0.001
(epoch: 20, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.568 classification_loss: 0.566 confidence_loss: 0.001
(epoch: 21, iters: 700, time: 0.002, data: 8.962) total_loss: 0.486 classification_loss: 0.485 confidence_loss: 0.001
(epoch: 21, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.522 classification_loss: 0.521 confidence_loss: 0.001
(epoch: 21, iters: 2100, time: 0.002, data: 0.007) total_loss: 0.475 classification_loss: 0.474 confidence_loss: 0.001
(epoch: 21, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.469 classification_loss: 0.468 confidence_loss: 0.001
(epoch: 21, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.536 classification_loss: 0.535 confidence_loss: 0.001
(epoch: 21, iters: 4200, time: 0.002, data: 5.346) total_loss: 0.582 classification_loss: 0.581 confidence_loss: 0.001
(epoch: 21, iters: 4900, time: 0.002, data: 0.009) total_loss: 0.600 classification_loss: 0.599 confidence_loss: 0.001
(epoch: 21, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.563 classification_loss: 0.563 confidence_loss: 0.001
(epoch: 21, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.525 classification_loss: 0.524 confidence_loss: 0.001
(epoch: 22, iters: 700, time: 0.002, data: 5.270) total_loss: 0.553 classification_loss: 0.553 confidence_loss: 0.001
(epoch: 22, iters: 1400, time: 0.002, data: 0.009) total_loss: 0.592 classification_loss: 0.591 confidence_loss: 0.001
(epoch: 22, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.567 classification_loss: 0.566 confidence_loss: 0.001
(epoch: 22, iters: 2800, time: 0.002, data: 1.734) total_loss: 0.516 classification_loss: 0.515 confidence_loss: 0.001
(epoch: 22, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.535 classification_loss: 0.535 confidence_loss: 0.001
(epoch: 22, iters: 4200, time: 0.002, data: 0.000) total_loss: 0.522 classification_loss: 0.521 confidence_loss: 0.001
(epoch: 22, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.534 classification_loss: 0.533 confidence_loss: 0.001
(epoch: 22, iters: 5600, time: 0.002, data: 3.502) total_loss: 0.496 classification_loss: 0.495 confidence_loss: 0.001
(epoch: 22, iters: 6300, time: 0.001, data: 2.382) total_loss: 0.606 classification_loss: 0.605 confidence_loss: 0.001
(epoch: 23, iters: 700, time: 0.002, data: 15.511) total_loss: 0.508 classification_loss: 0.507 confidence_loss: 0.001
(epoch: 23, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.575 classification_loss: 0.574 confidence_loss: 0.001
(epoch: 23, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.539 classification_loss: 0.539 confidence_loss: 0.001
(epoch: 23, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.535 classification_loss: 0.535 confidence_loss: 0.001
(epoch: 23, iters: 3500, time: 0.001, data: 0.000) total_loss: 0.556 classification_loss: 0.555 confidence_loss: 0.001
(epoch: 23, iters: 4200, time: 0.002, data: 10.041) total_loss: 0.578 classification_loss: 0.577 confidence_loss: 0.001
(epoch: 23, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.541 classification_loss: 0.541 confidence_loss: 0.001
(epoch: 23, iters: 5600, time: 0.001, data: 0.000) total_loss: 0.544 classification_loss: 0.543 confidence_loss: 0.001
(epoch: 23, iters: 6300, time: 0.001, data: 0.000) total_loss: 0.508 classification_loss: 0.507 confidence_loss: 0.001
(epoch: 24, iters: 700, time: 0.002, data: 7.829) total_loss: 0.515 classification_loss: 0.514 confidence_loss: 0.001
(epoch: 24, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.475 classification_loss: 0.475 confidence_loss: 0.001
(epoch: 24, iters: 2100, time: 0.001, data: 4.931) total_loss: 0.560 classification_loss: 0.559 confidence_loss: 0.001
(epoch: 24, iters: 2800, time: 0.002, data: 0.362) total_loss: 0.531 classification_loss: 0.530 confidence_loss: 0.001
(epoch: 24, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.550 classification_loss: 0.549 confidence_loss: 0.001
(epoch: 24, iters: 4200, time: 0.002, data: 5.480) total_loss: 0.478 classification_loss: 0.477 confidence_loss: 0.001
(epoch: 24, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.492 classification_loss: 0.492 confidence_loss: 0.001
(epoch: 24, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.557 classification_loss: 0.556 confidence_loss: 0.001
(epoch: 24, iters: 6300, time: 0.001, data: 7.621) total_loss: 0.559 classification_loss: 0.558 confidence_loss: 0.001
(epoch: 25, iters: 700, time: 0.002, data: 10.340) total_loss: 0.556 classification_loss: 0.555 confidence_loss: 0.001
(epoch: 25, iters: 1400, time: 0.002, data: 0.000) total_loss: 0.510 classification_loss: 0.509 confidence_loss: 0.001
(epoch: 25, iters: 2100, time: 0.002, data: 0.000) total_loss: 0.551 classification_loss: 0.550 confidence_loss: 0.001
(epoch: 25, iters: 2800, time: 0.002, data: 0.000) total_loss: 0.523 classification_loss: 0.522 confidence_loss: 0.001
(epoch: 25, iters: 3500, time: 0.002, data: 0.000) total_loss: 0.552 classification_loss: 0.551 confidence_loss: 0.001
(epoch: 25, iters: 4200, time: 0.002, data: 8.968) total_loss: 0.544 classification_loss: 0.543 confidence_loss: 0.001
(epoch: 25, iters: 4900, time: 0.002, data: 0.000) total_loss: 0.491 classification_loss: 0.490 confidence_loss: 0.001
(epoch: 25, iters: 5600, time: 0.002, data: 0.000) total_loss: 0.545 classification_loss: 0.544 confidence_loss: 0.001
